"annotation_id","annotator","created_at","id","label","lead_time","text","updated_at"
220,"1","2025-06-26T15:06:04.112805Z",214,"[{""start"":19,""end"":24,""text"":""15.00"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":48,""end"":55,""text"":""***0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":112,""end"":118,""text"":""414.67"",""labels"":[""BALANCE""]},{""start"":108,""end"":111,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":59,""end"":95,""text"":""FIRST FOOD SERVI-051152 ABU DHABI AE"",""labels"":[""LOCATION""]}]",29.635,"Transaction of AED 15.00 debited from your a/c ****0535 at FIRST FOOD SERVI-051152 ABU DHABI AE. Avl Bal is AED 414.67","2025-06-26T15:06:04.112826Z"
221,"1","2025-06-26T15:06:23.518974Z",215,"[{""start"":18,""end"":25,""text"":""2000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":38,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":59,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":106,""text"":""2000.00"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",17.796,"Dear Customer AED 2000.00 was credited to your account *535. Your available account balance is AED 2000.00","2025-06-26T15:06:23.519005Z"
222,"1","2025-06-26T15:06:34.786414Z",216,"[{""start"":18,""end"":26,""text"":""15000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":31,""end"":39,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":100,""end"":108,""text"":""17079.97"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",9.752,"Dear Customer AED 15000.00 was credited to your account *535. Your available account balance is AED 17079.97","2025-06-26T15:06:34.786440Z"
223,"1","2025-06-26T15:06:57.589051Z",217,"[{""start"":19,""end"":24,""text"":""17.00"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":59,""end"":91,""text"":""GALADARI ICE CREAM CO L DUBAI AE"",""labels"":[""LOCATION""]},{""start"":104,""end"":107,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":108,""end"":114,""text"":""689.17"",""labels"":[""BALANCE""]}]",21.217,"Transaction of AED 17.00 debited from your a/c ****0535 at GALADARI ICE CREAM CO L DUBAI AE. Avl Bal is AED 689.17","2025-06-26T15:06:57.589075Z"
224,"1","2025-06-26T15:07:10.698422Z",218,"[{""start"":18,""end"":22,""text"":""1.05"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":27,""end"":34,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":57,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":97,""end"":103,""text"":""844.58"",""labels"":[""BALANCE""]},{""start"":93,""end"":96,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.611,"Dear Customer AED 1.05 was debited from your account *535. Your available account balance is AED 844.58","2025-06-26T15:07:10.698446Z"
225,"1","2025-06-26T15:07:22.966027Z",219,"[{""start"":18,""end"":24,""text"":""940.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":62,""text"":"" ****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":102,""end"":109,""text"":""2235.34"",""labels"":[""BALANCE""]},{""start"":98,""end"":101,""text"":""AED"",""labels"":[""CURRENCY""]}]",10.733,"Dear Customer AED 940.00 was credited to your account ****0535. Your available account balance is AED 2235.34","2025-06-26T15:07:22.966052Z"
226,"1","2025-06-26T15:07:35.991126Z",220,"[{""start"":33,""end"":41,""text"":""16000.00"",""labels"":[""AMOUNT""]},{""start"":29,""end"":32,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":46,""end"":54,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":71,""end"":75,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":115,""end"":123,""text"":""16034.31"",""labels"":[""BALANCE""]},{""start"":111,""end"":114,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.819,"Dear Customer your Salary of AED 16000.00 was credited to your account *535. Your available account balance is AED 16034.31","2025-06-26T15:07:35.991146Z"
227,"1","2025-06-26T15:07:52.366062Z",221,"[{""start"":19,""end"":24,""text"":""20.99"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":51,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":55,""end"":92,""text"":""APPLE.COM\/BILL IT UNES.COM IE"",""labels"":[""LOCATION""]},{""start"":109,""end"":115,""text"":""668.53"",""labels"":[""BALANCE""]},{""start"":105,""end"":108,""text"":""AED"",""labels"":[""CURRENCY""]}]",15.017,"Transaction of AED 20.99 debited from your a/c *535 at APPLE.COM/BILL         IT UNES.COM IE. Avl Bal is AED 668.53","2025-06-26T15:07:52.366087Z"
228,"1","2025-06-26T15:08:03.302860Z",222,"[{""start"":18,""end"":22,""text"":""1.05"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":27,""end"":34,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":61,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":101,""end"":109,""text"":""19084.48"",""labels"":[""BALANCE""]},{""start"":97,""end"":100,""text"":""AED"",""labels"":[""CURRENCY""]}]",9.813,"Dear Customer AED 1.05 was debited from your account ****0535. Your available account balance is AED 19084.48","2025-06-26T15:08:03.302884Z"
229,"1","2025-06-26T15:09:02.433046Z",223,"[{""start"":19,""end"":24,""text"":""25.00"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":59,""end"":80,""text"":""ZOMATO ORDER DUBAI AE"",""labels"":[""LOCATION""]},{""start"":97,""end"":104,""text"":""1421.89"",""labels"":[""BALANCE""]},{""start"":93,""end"":96,""text"":""AED"",""labels"":[""CURRENCY""]}]",58.029,"Transaction of AED 25.00 debited from your a/c ****0535 at ZOMATO ORDER DUBAI AE. Avl Bal is AED 1421.89","2025-06-26T15:09:02.433065Z"
230,"1","2025-06-26T15:09:44.958496Z",224,"[{""start"":18,""end"":24,""text"":""100.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":62,""text"":"" ****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":102,""end"":108,""text"":""500.20"",""labels"":[""BALANCE""]},{""start"":98,""end"":101,""text"":""AED"",""labels"":[""CURRENCY""]}]",41.487,"Dear Customer AED 100.00 was credited to your account ****0535. Your available account balance is AED 500.20","2025-06-26T15:09:44.958521Z"
231,"1","2025-06-26T15:09:56.365774Z",225,"[{""start"":18,""end"":23,""text"":""55.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":28,""end"":36,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":61,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":101,""end"":106,""text"":""70.26"",""labels"":[""BALANCE""]},{""start"":97,""end"":100,""text"":""AED"",""labels"":[""CURRENCY""]}]",9.551,"Dear Customer AED 55.00 was credited to your account ****0535. Your available account balance is AED 70.26","2025-06-26T15:09:56.365799Z"
232,"1","2025-06-26T15:10:07.950588Z",226,"[{""start"":18,""end"":25,""text"":""4338.32"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":100,""end"":107,""text"":""1768.25"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",10.491,"Dear Customer AED 4338.32 was debited from your account *535. Your available account balance is AED 1768.25","2025-06-26T15:10:07.950611Z"
233,"1","2025-06-26T15:10:30.703456Z",227,"[{""start"":18,""end"":25,""text"":""5000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":64,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":104,""end"":112,""text"":""25011.53"",""labels"":[""BALANCE""]},{""start"":100,""end"":103,""text"":""AED"",""labels"":[""CURRENCY""]}]",20.465,"Dear Customer AED 5000.00 was debited from your account ****0535. Your available account balance is AED 25011.53","2025-06-26T15:10:30.703484Z"
234,"1","2025-06-26T15:10:52.780389Z",228,"[{""start"":18,""end"":24,""text"":""800.00"",""labels"":[""AMOUNT""]},{""start"":17,""end"":18,""text"":"" "",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":62,""text"":"" ****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":102,""end"":108,""text"":""824.43"",""labels"":[""BALANCE""]},{""start"":98,""end"":101,""text"":""AED"",""labels"":[""CURRENCY""]}]",19.857,"Dear Customer AED 800.00 was credited to your account ****0535. Your available account balance is AED 824.43","2025-06-26T15:10:52.780409Z"
235,"1","2025-06-26T15:11:46.972322Z",229,"[{""start"":18,""end"":25,""text"":""1000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":100,""end"":108,""text"":""10000.91"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",13.525,"Dear Customer AED 1000.00 was debited from your account *535. Your available account balance is AED 10000.91","2025-06-26T15:11:46.972349Z"
236,"1","2025-06-26T15:12:10.712612Z",230,"[{""start"":18,""end"":22,""text"":""1.05"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":27,""end"":34,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":61,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":101,""end"":109,""text"":""10629.61"",""labels"":[""BALANCE""]},{""start"":97,""end"":100,""text"":""AED"",""labels"":[""CURRENCY""]}]",22.709,"Dear Customer AED 1.05 was debited from your account ****0535. Your available account balance is AED 10629.61","2025-06-26T15:12:10.712630Z"
237,"1","2025-06-26T15:12:28.469775Z",231,"[{""start"":18,""end"":24,""text"":""200.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":63,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":103,""end"":108,""text"":""41.67"",""labels"":[""BALANCE""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]}]",16.769,"Dear Customer AED 200.00 was debited from your account ****0535. Your available account balance is AED 41.67","2025-06-26T15:12:28.469788Z"
238,"1","2025-06-26T15:12:41.490474Z",232,"[{""start"":18,""end"":22,""text"":""1.05"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":27,""end"":34,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":61,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":101,""end"":109,""text"":""14258.55"",""labels"":[""BALANCE""]},{""start"":97,""end"":100,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.931,"Dear Customer AED 1.05 was debited from your account ****0535. Your available account balance is AED 14258.55","2025-06-26T15:12:41.490494Z"
239,"1","2025-06-26T15:12:58.733102Z",233,"[{""start"":18,""end"":24,""text"":""100.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":63,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":103,""end"":109,""text"":""702.54"",""labels"":[""BALANCE""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]}]",13.847,"Dear Customer AED 100.00 was debited from your account ****0535. Your available account balance is AED 702.54","2025-06-26T15:12:58.733119Z"
240,"1","2025-06-26T15:13:39.815021Z",234,"[{""start"":18,""end"":24,""text"":""397.76"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":63,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":103,""end"":110,""text"":""1252.74"",""labels"":[""BALANCE""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]}]",15.112,"Dear Customer AED 397.76 was debited from your account ****0535. Your available account balance is AED 1252.74","2025-06-26T15:13:39.815043Z"
241,"1","2025-06-26T15:13:53.937027Z",235,"[{""start"":18,""end"":25,""text"":""6000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":100,""end"":107,""text"":""4640.00"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",13.044,"Dear Customer AED 6000.00 was debited from your account *535. Your available account balance is AED 4640.00","2025-06-26T15:13:53.937056Z"
242,"1","2025-06-26T15:14:13.191200Z",236,"[{""start"":18,""end"":25,""text"":""6000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":64,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":104,""end"":112,""text"":""16401.82"",""labels"":[""BALANCE""]},{""start"":100,""end"":103,""text"":""AED"",""labels"":[""CURRENCY""]}]",12.942,"Dear Customer AED 6000.00 was debited from your account ****0535. Your available account balance is AED 16401.82","2025-06-26T15:14:13.191209Z"
243,"1","2025-06-26T15:14:30.692325Z",237,"[{""start"":18,""end"":23,""text"":""46.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":28,""end"":36,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":57,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":97,""end"":102,""text"":""46.51"",""labels"":[""BALANCE""]},{""start"":93,""end"":96,""text"":""AED"",""labels"":[""CURRENCY""]}]",14.100000000000001,"Dear Customer AED 46.00 was credited to your account *535. Your available account balance is AED 46.51","2025-06-26T15:14:30.692348Z"
244,"1","2025-06-26T15:14:50.131505Z",238,"[{""start"":18,""end"":24,""text"":""400.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":58,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":98,""end"":104,""text"":""456.91"",""labels"":[""BALANCE""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]}]",17.775,"Dear Customer AED 400.00 was credited to your account *535. Your available account balance is AED 456.91","2025-06-26T15:14:50.131523Z"
245,"1","2025-06-26T15:15:02.338852Z",239,"[{""start"":18,""end"":24,""text"":""400.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":36,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":63,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":103,""end"":109,""text"":""719.49"",""labels"":[""BALANCE""]},{""start"":99,""end"":102,""text"":""AED"",""labels"":[""CURRENCY""]}]",10.955,"Dear Customer AED 400.00 was debited from your account ****0535. Your available account balance is AED 719.49","2025-06-26T15:15:02.338876Z"
246,"1","2025-06-26T15:15:43.408488Z",240,"[{""start"":19,""end"":25,""text"":""322.14"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":26,""end"":33,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":48,""end"":56,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":95,""end"":100,""text"":""55.39"",""labels"":[""BALANCE""]},{""start"":91,""end"":94,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":60,""end"":78,""text"":""DU (EITC) DUBAI AE"",""labels"":[""LOCATION""]}]",39.923,"Transaction of AED 322.14 debited from your a/c ****0535 at DU (EITC) DUBAI AE. Avl Bal is AED 55.39","2025-06-26T15:15:43.408506Z"
247,"1","2025-06-26T15:15:58.511621Z",241,"[{""start"":18,""end"":25,""text"":""5000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":64,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":104,""end"":110,""text"":""560.84"",""labels"":[""BALANCE""]},{""start"":100,""end"":103,""text"":""AED"",""labels"":[""CURRENCY""]}]",13.97,"Dear Customer AED 5000.00 was debited from your account ****0535. Your available account balance is AED 560.84","2025-06-26T15:15:58.511641Z"
248,"1","2025-06-26T15:16:20.690554Z",242,"[{""start"":19,""end"":24,""text"":""82.75"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":111,""end"":119,""text"":""18418.56"",""labels"":[""BALANCE""]},{""start"":107,""end"":110,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":59,""end"":94,""text"":""STARBUCKS -D625 ALSHAY ABU DHABI AE"",""labels"":[""LOCATION""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]}]",21.272,"Transaction of AED 82.75 debited from your a/c ****0535 at STARBUCKS -D625 ALSHAY ABU DHABI AE. Avl Bal is AED 18418.56","2025-06-26T15:16:20.690577Z"
249,"1","2025-06-26T15:18:03.874651Z",243,"[{""start"":19,""end"":24,""text"":""95.00"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":103,""end"":106,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":25,""end"":32,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":47,""end"":55,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":59,""end"":90,""text"":""TALABAT MIDDLE EAST IN DUBAI AE"",""labels"":[""LOCATION""]},{""start"":107,""end"":113,""text"":""717.78"",""labels"":[""BALANCE""]}]",17.787,"Transaction of AED 95.00 debited from your a/c ****0535 at TALABAT MIDDLE EAST IN DUBAI AE. Avl Bal is AED 717.78","2025-06-26T15:18:03.874672Z"
250,"1","2025-06-26T15:18:18.430188Z",244,"[{""start"":18,""end"":22,""text"":""1.05"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":27,""end"":34,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":53,""end"":61,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":101,""end"":108,""text"":""5863.51"",""labels"":[""BALANCE""]},{""start"":97,""end"":100,""text"":""AED"",""labels"":[""CURRENCY""]}]",12.097,"Dear Customer AED 1.05 was debited from your account ****0535. Your available account balance is AED 5863.51","2025-06-26T15:18:18.430212Z"
251,"1","2025-06-26T15:18:31.673867Z",245,"[{""start"":18,""end"":24,""text"":""150.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":98,""end"":105,""text"":""1454.37"",""labels"":[""BALANCE""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":58,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]}]",11.349,"Dear Customer AED 150.00 was credited to your account *535. Your available account balance is AED 1454.37","2025-06-26T15:18:31.673888Z"
252,"1","2025-06-26T15:18:45.640099Z",246,"[{""start"":18,""end"":24,""text"":""560.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":58,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":98,""end"":104,""text"":""560.00"",""labels"":[""BALANCE""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]}]",12.62,"Dear Customer AED 560.00 was credited to your account *535. Your available account balance is AED 560.00","2025-06-26T15:18:45.640119Z"
253,"1","2025-06-26T15:19:10.823325Z",247,"[{""start"":19,""end"":25,""text"":""154.99"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":26,""end"":33,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":48,""end"":52,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":113,""end"":118,""text"":""10.29"",""labels"":[""BALANCE""]},{""start"":109,""end"":112,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":55,""end"":96,""text"":"" APPLE.COM\/BILL ww w.apple.com IE"",""labels"":[""LOCATION""]}]",22.731,"Transaction of AED 154.99 debited from your a/c *535 at APPLE.COM/BILL         ww w.apple.com IE. Avl Bal is AED 10.29","2025-06-26T15:19:10.823347Z"
254,"1","2025-06-26T15:19:23.688567Z",248,"[{""start"":18,""end"":26,""text"":""11500.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":31,""end"":39,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":60,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":100,""end"":108,""text"":""11500.67"",""labels"":[""BALANCE""]},{""start"":96,""end"":99,""text"":""AED"",""labels"":[""CURRENCY""]}]",11.663,"Dear Customer AED 11500.00 was credited to your account *535. Your available account balance is AED 11500.67","2025-06-26T15:19:23.688587Z"
255,"1","2025-06-26T15:19:44.492231Z",249,"[{""start"":18,""end"":25,""text"":""2000.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":38,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":55,""end"":59,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":99,""end"":106,""text"":""4004.26"",""labels"":[""BALANCE""]},{""start"":95,""end"":98,""text"":""AED"",""labels"":[""CURRENCY""]}]",12.201,"Dear Customer AED 2000.00 was credited to your account *535. Your available account balance is AED 4004.26","2025-06-26T15:19:44.492260Z"
256,"1","2025-06-26T15:20:00.649584Z",250,"[{""start"":18,""end"":25,""text"":""7737.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":30,""end"":37,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":56,""end"":64,""text"":""****0535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":104,""end"":108,""text"":""0.76"",""labels"":[""BALANCE""]},{""start"":100,""end"":103,""text"":""AED"",""labels"":[""CURRENCY""]}]",14.581,"Dear Customer AED 7737.00 was debited from your account ****0535. Your available account balance is AED 0.76","2025-06-26T15:20:00.649613Z"
257,"1","2025-06-26T15:20:24.711757Z",251,"[{""start"":19,""end"":26,""text"":""2913.00"",""labels"":[""AMOUNT""]},{""start"":15,""end"":18,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":27,""end"":34,""text"":""debited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":48,""end"":58,""text"":"" ****0535 "",""labels"":[""ACCOUNT_NUMBER""]},{""start"":119,""end"":127,""text"":""19185.53"",""labels"":[""BALANCE""]},{""start"":115,""end"":118,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":61,""end"":102,""text"":""ETIHAD AIRWAYS EY XONNYM RAS AL KHAIMA AE"",""labels"":[""LOCATION""]}]",22.674,"Transaction of AED 2913.00 debited from your a/c ****0535 at ETIHAD AIRWAYS EY XONNYM RAS AL KHAIMA AE. Avl Bal is AED 19185.53","2025-06-26T15:20:24.711791Z"
258,"1","2025-06-26T15:20:49.177253Z",252,"[{""start"":18,""end"":24,""text"":""100.00"",""labels"":[""AMOUNT""]},{""start"":14,""end"":17,""text"":""AED"",""labels"":[""CURRENCY""]},{""start"":29,""end"":37,""text"":""credited"",""labels"":[""CREDIT_OR_DEBIT""]},{""start"":54,""end"":58,""text"":""*535"",""labels"":[""ACCOUNT_NUMBER""]},{""start"":98,""end"":104,""text"":""184.41"",""labels"":[""BALANCE""]},{""start"":94,""end"":97,""text"":""AED"",""labels"":[""CURRENCY""]}]",22.512,"Dear Customer AED 100.00 was credited to your account *535. Your available account balance is AED 184.41","2025-06-26T15:20:49.177275Z"
